image,v1,v2
in000579.jpg,16.80546796896071,-8.99881458929385
in000580.jpg,17.16457002952118,-9.293184376723456
in000581.jpg,16.548405535771614,-8.807325309023444
in000582.jpg,17.6139545474321,-8.383446020434715
in000583.jpg,17.806362914876207,-7.325719956379517
in000584.jpg,17.43964490650093,-7.218100878121126
in000585.jpg,17.77272245050978,-6.73421189893981
in000586.jpg,18.383222716564113,-6.130728704216808
in000587.jpg,18.744224893635476,-5.376505040813178
in000588.jpg,18.85618606810396,-4.553970743769871
in000589.jpg,19.111827831868116,-4.3778541250504
in000590.jpg,19.201570969363203,-3.7963431598692745
in000591.jpg,18.982686272421464,-2.2069916571705965
in000592.jpg,18.755585112882677,-1.561284735684982
in000593.jpg,19.13867819599345,-0.540074806695281
in000594.jpg,19.05083698415083,0.9396694649487497
in000595.jpg,19.230986618398468,2.569226456989572
in000596.jpg,19.478780324703177,4.276533678493646
in000597.jpg,18.84228189377373,4.912991173465189
in000598.jpg,18.664390239105877,6.14660541310252
in000599.jpg,17.90044094517002,6.887069354184701
in000600.jpg,17.592453179699778,8.728057753953026
in000601.jpg,17.518409994727023,8.943603796015799
in000602.jpg,17.307474163530472,9.536305049356878
in000603.jpg,17.239356136954854,9.549513733919909
in000604.jpg,16.714385746818703,9.730263540009975
in000605.jpg,16.19730257779202,9.562725939980767
in000606.jpg,16.441719473347955,8.606937601651433
in000607.jpg,16.688348920134906,9.814201506489521
in000608.jpg,17.20629495974052,9.43846421814714
in000609.jpg,16.662053601350355,9.666707926241958
in000610.jpg,16.692874956904593,9.953308287395501
in000611.jpg,16.329322944878317,10.838937882329265
in000612.jpg,16.003806865370954,10.080147531536115
in000613.jpg,15.723108292904932,9.841161702408767
in000614.jpg,14.953770237576675,7.768682175411002
in000615.jpg,15.253411169970173,6.648311446232769
in000616.jpg,14.858473658308842,5.938783000768948
in000617.jpg,14.91228982583624,4.150245427399111
in000618.jpg,14.560504842863669,3.313848948140217
in000619.jpg,14.764053471815341,2.9208118591195102
in000620.jpg,14.468209852570219,2.8877959822452746
in000621.jpg,14.255036208147764,2.3876897232236485
in000622.jpg,14.676824911707168,2.1785770950458976
in000623.jpg,14.536088327783958,1.9437749025577633
in000624.jpg,14.440285062877507,2.011943695314261
in000625.jpg,14.310001326806946,1.216055997328507
in000626.jpg,14.551367490324374,0.4680037070329847
in000627.jpg,13.975531436474517,0.6348696953118376
in000628.jpg,13.853002934024623,0.5388733102870056
in000629.jpg,14.080074976498691,0.01181647035887692
in000630.jpg,13.692963670691407,0.08577770653396362
in000631.jpg,13.771347256713401,-0.21711035478485144
in000632.jpg,13.070446466361172,-2.1826034394568143
in000633.jpg,13.600059247139736,-1.775510226284462
in000634.jpg,13.691995656623359,-2.3531307809340207
in000635.jpg,13.084919530554258,-2.6345168117135227
in000636.jpg,12.533332753870567,-2.107856919693186
in000637.jpg,13.047173280493956,-3.221750912744612
in000638.jpg,12.561610288136414,-3.5967206899160646
in000639.jpg,12.466069680216233,-3.261929015131756
in000640.jpg,11.784195242935,-3.613569032197595
in000641.jpg,11.225442716866839,-4.945557883634076
in000642.jpg,10.939350199925718,-5.366708603285947
in000643.jpg,10.311850055970632,-6.499790123240541
in000644.jpg,10.119901153649765,-6.289583104843092
in000645.jpg,9.563247980447139,-6.148230142932574
in000646.jpg,9.464699799608319,-5.83491530467385
in000647.jpg,9.222422107744904,-5.4398099658875845
in000648.jpg,9.080161855986425,-5.653316654412063
in000649.jpg,8.343238804966528,-5.708803896707293
in000650.jpg,7.4281254266873535,-5.315283410386963
in000651.jpg,6.887760141994022,-4.514135172640551
in000652.jpg,6.05185640625334,-4.929909825973538
in000653.jpg,5.458929826603755,-4.6091418507785225
in000654.jpg,4.288696062759558,-3.935855202935799
in000655.jpg,4.385054366648838,-4.402250720363257
in000656.jpg,3.692981764267022,-3.9620718836138433
in000657.jpg,3.2431915389071913,-3.971777457277742
in000658.jpg,2.9278524255522393,-3.8742076231328597
in000659.jpg,2.8600673736756668,-3.538427196609899
in000660.jpg,2.5610298525753583,-3.2156285915077714
in000661.jpg,2.6983821445923075,-3.4387176053375756
in000662.jpg,2.8187890135174962,-3.249114755044682
in000663.jpg,2.9107584690541035,-3.406290506388172
in000664.jpg,2.7734772291709664,-3.102161186648132
in000665.jpg,2.1153386122395155,-3.309883286216767
in000666.jpg,2.391714849333995,-3.403154858646029
in000667.jpg,2.6323357068785778,-2.8946791620943193
in000668.jpg,3.0167902612332282,-3.0710707766143694
in000669.jpg,3.1444132648346192,-2.974786673796627
in000670.jpg,2.463552414614106,-2.9024785440582797
in000671.jpg,2.8467705496205618,-2.845794020726238
in000672.jpg,2.496430529046985,-2.628381899059519
in000673.jpg,2.2045671634279542,-2.837876566966366
in000674.jpg,2.3467934201448553,-2.9453980073161583
in000675.jpg,2.2448601037527176,-3.1928549827691994
in000676.jpg,1.9234303351503101,-2.5217709203080214
in000677.jpg,1.9754266896563344,-2.729997512296156
in000678.jpg,1.4211846247809354,-1.7906002451526428
in000679.jpg,1.555200771172205,-1.7891350467038205
in000680.jpg,1.0701727688040903,-2.2266824720616145
in000681.jpg,0.6781597068127619,-1.3421598138458146
in000682.jpg,0.4220727442957817,-1.2777897290548117
in000683.jpg,-0.004766381133818701,-0.507121682887762
in000684.jpg,-0.039192914471252976,-0.9198097906597995
in000685.jpg,0.20878184249433643,-0.5769122077725104
in000686.jpg,0.5218137390576729,-0.34779965649782085
in000687.jpg,0.028355840396567834,-0.3880753713523831
in000688.jpg,-0.2245439316798438,-0.05770855775070761
in000689.jpg,-0.5456151461543208,0.35211018377450554
in000690.jpg,-0.5333464393923688,0.24773965535796522
in000691.jpg,-0.7645097389912902,-0.18612719101626762
in000692.jpg,-0.6558261618156206,0.017075979361381475
in000693.jpg,-1.2401987544934496,0.7692952898449688
in000694.jpg,-1.6514026394720247,0.6129247541641849
in000695.jpg,-1.3230360275312696,0.4574005549539307
in000696.jpg,-1.6359381554972876,0.795304072331038
in000697.jpg,-1.8068461835800331,0.3832757965580504
in000698.jpg,-2.253343999077601,0.7171960811353385
in000699.jpg,-2.3315226719692737,0.7946331490867835
in000700.jpg,-1.504015390513312,0.3137388793997898
in000701.jpg,-1.445248607892074,0.41381328711853216
in000702.jpg,-0.8478250308656737,0.40363130880874376
in000703.jpg,-1.0371878215799504,0.048512191529462685
in000704.jpg,-0.07415882024305769,-0.5273628973048787
in000705.jpg,-0.28110130982118153,-0.7979101242739719
